test_id,android_device_id,android_fingerprint,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,isp_name,is_isp,network_operator_name,mcc,mnc,pre_connection_type,post_connection_type,brand,device,hardware,build_id,manufacturer,model,product,cdma_cell_id,gsm_cell_id,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code
2589795410,137326025,"HONOR/TIT-L01/HWTIT-L6735:5.1/HONORTIT-L01/C479B108:user/release-keys","2017-02-01 00:00:32","94.25.176.xxx",3579,3089,89,"Ekaterinburg","Russian Federation","RU",56.8333,60.5833,"Rostelecom","Russia","RU","Sverdlovsk Oblast","SVE","Krasnotur'insk",59.79287,60.25295,205.067,"PJSC MegaFon",1,"MOTIV","250","35",0,0,"HONOR","HWTIT-L6735","mt6735","HONORTIT-L01","HUAWEI","TIT-L01","TIT-L01","","19202",1,"Krasnoturinsk, Sverdlovsk Oblast, Russia","Krasnoturinsk","locality","Russia","RU","Sverdlovsk Oblast","gorod Krasnoturyinsk","","624443"
2589795412,152541665,"Lenovo/karate/K33a42:6.0.1/MMB29M/K33_S150_161114_ROW:user/release-keys","2017-02-01 00:00:32","47.29.185.xxx",8122,639,39,"Guwahati","India","IN",26.1445,91.7362,"Jio","India","IN","Assam","AS","Hailakandi",24.70216,92.56286,112.339,"Jio",1,"IND-JIO","405","855",15,15,"Lenovo","K33a42","qcom","MMB29M","LENOVO","Lenovo K33a42","karate","","154659",1,"Gangpar Dhonkar Pt IV, Assam, India","Gangpar Dhonkar Pt IV","locality","India","IN","Assam","Hailakandi","","788152"
2589795414,151508433,"motorola/clark_reteu/clark:6.0.1/MPHS24.107-58-5/4:user/release-keys","2017-02-01 00:00:32","37.47.62.xxx",44174,26740,19,"Warsaw","Poland","PL",52.2323,21.0084,"Orange Polska S.A.","Poland","PL","Masovian Voivodeship","MZ","Warsaw",52.25000,21.00000,1.27498,"Orange mobile",1,"Orange","260","3",15,15,"motorola","clark","qcom","MPHS24.107-58-5","motorola","XT1572","clark_reteu","","47621379",2,"Warsaw, Poland","Warsaw","locality","Poland","PL","Masovian Voivodeship","Warszawa","Warszawa",""
2589795416,143531714,"ZTE/P635A50_RU_CHANNEL/P635A50:6.0/MRA58K/20160408.142310:user/release-keys","2017-02-01 00:00:32","217.118.81.xxx",8548,1311,59,"Moscow","Russian Federation","RU",55.7517,37.6178,"Megafon","Russia","RU","UNKNOWN","??","UNKNOWN",55.73860,37.60680,1.00225,"VimpelCom",1,"Beeline","250","99",5,17,"ZTE","P635A50","mt6735","MRA58K","ZTE","ZTE BLADE A510","P635A50_RU_CHANNEL","","43383993",2,"Russia","Russia","country","Russia","RU","","","",""
2589795419,139800769,"asus/WW_Z00A/Z00A:5.0/LRX21V/2.20.40.198_20160930_8756_user:user/release-keys","2017-02-01 00:00:32","114.125.12.xxx",43105,21869,64,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT Sumber Data Indonesia","Indonesia","ID","UNKNOWN","??","UNKNOWN",-6.17500,106.82860,0.40704,"Telkomsel",1,"TELKOMSEL IND","510","10",15,15,"asus","Z00A","mofd_v1","LRX21V","asus","ASUS_Z00AD","WW_Z00A","","32603669",2,"Indonesia","Indonesia","country","Indonesia","ID","","","",""
2589795421,138085089,"Xiaomi/kenzo/kenzo:6.0.1/MMB29M/6.11.3:user/release-keys","2017-02-01 00:00:32","128.199.117.xxx",12197,18250,92,"Yogyakarta","Indonesia","ID",-7.8014,110.3644,"GMedia Technologies","Indonesia","ID","Special Region of Yogyakarta","YO","Rejowinangun",-7.78131,110.43808,5.23865,"DigitalOcean",0,"XL","510","11",15,15,"Xiaomi","kate","qcom","MMB29M","Xiaomi","Redmi Note 3","kenzo","","135694340",1,"Maguwoharjo, Depok Sub-District, Sleman Regency, Special Region of Yogyakarta, Indonesia","Maguwoharjo","administrative_area_level_4","Indonesia","ID","Special Region of Yogyakarta","Sleman Regency","Depok Sub-District, Maguwoharjo","55281"
2589795424,2658603,"rockchip/rk31_872xu/rk31_872xu:4.4.2/KOT49H/eng.arron.20150104.160843:eng/test-keys","2017-02-01 00:00:32","195.225.49.xxx",28249,42133,23,"Kiev","Ukraine","UA",50.4500,30.5233,"Cosmonova","Ukraine","UA","Kyiv city","30","Kiev",50.43330,30.51670,1.19122,"Smartcom",1,"                ","","",0,0,"TXCZ","rk312x","rk30board","KTU84Q","rockchip","TXCZ-SDK","rk312x","","",2,"Kiev, Ukraine, 02000","Kiev","locality","Ukraine","UA","Kyiv city","Kyiv City","","02000"
2589795428,98551730,"samsung/zeroltexx/zerolte:6.0.1/MMB29K/G925FXXU4DPJL:user/release-keys","2017-02-01 00:00:32","112.198.102.xxx",11115,13199,32,"Mandaluyong","Philippines","PH",14.5800,121.0000,"Globe Telecom","Philippines","PH","UNKNOWN","??","UNKNOWN",14.59550,120.97210,2.15354,"Globe Telecom",1,"GLOBE","515","2",15,15,"samsung","zerolte","samsungexynos7420","MMB29K","samsung","SM-G925F","zeroltexx","","33950209",2,"Philippines","Philippines","country","Philippines","PH","","","",""
2589795435,140629073,"Sony/F3112/F3112:6.0/33.2.B.3.81/1413738821:user/release-keys","2017-02-01 00:00:33","176.59.150.xxx",21772,13153,217,"Chita","Russian Federation","RU",52.0500,113.4667,"MegaFon","Russia","RU","Irkutsk Oblast","IRK","Bodaybo",57.84987,114.19952,402.229,"T2 Mobile LLC",1,"TELE2","250","20",15,15,"Sony","F3112","mt6755","33.2.B.3.81","Sony","F3112","F3112","","97640715",1,"Bodaybo, Irkutsk Oblast, Russia, 666901","Bodaybo","administrative_area_level_2","Russia","RU","Irkutsk Oblast","Bodaybo","","666901"
2589795443,97279255,"Xiaomi/2014818/HM2014818:4.4.4/KTU84P/V6.5.3.0.KHJMICD:user/release-keys","2017-02-01 00:00:33","42.109.0.xxx",13443,1152,31,"Mumbai","India","IN",18.9647,72.8258,"Vodafone India","India","IN","Maharashtra","MH","Mumbai",19.16701,72.84582,14.0541,"Vodafone India",1,"Vodafone IN","404","20",17,17,"Xiaomi","HM2014818","qcom","KTU84P","Xiaomi","2014818","2014818","","132642044",1,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400104"
2589795444,131506648,"alps/full_n320bh/n320bh:5.1/LMY47D/1453946448:user/test-keys","2017-02-01 00:00:33","5.170.131.xxx",7055,114,46,"Rome","Italy","IT",41.9000,12.5000,"Linkem SPA","Italy","IT","Lazio","62","Rome",41.84742,12.59734,6.19297,"Telecom Italia Mobile",1,"I TIM","222","1",15,15,"SISWOO","n320bh","mt6735","LMY47D","SISWOO","C55","C55","","76860419",1,"Rome, Italy","Rome","locality","Italy","IT","Lazio","Metropolitan City of Rome","Rome","00173"
2589795446,137252289,"Huawei/ALE-L21/hwALE-H:6.0/HuaweiALE-L21/C432B584:user/release-keys","2017-02-01 00:00:33","151.236.225.xxx",335,281,49,"Gyor","Hungary","HU",47.6875,17.6504,"ZNET Telekom Zrt.","Slovakia","SK","Nitra Region","NI","Komárno",47.76665,18.10091,21.6633,"O2 Slovakia, s.r.o.",1,"O2 - SK ","","",17,17,"Huawei","hwALE-H","hi6210sft","HuaweiALE-L21","HUAWEI","ALE-L21","ALE-L21","","255800079",1,"Komárno, Slovakia","Komárno","locality","Slovakia","SK","Nitra Region","Komárno District","","945 01"
2589795449,95586946,"Coolpad/CP8676_I02/CP8676_I02:6.0/MRA58K/6.0.022.P1.160831.8676_I02:user/release-keys","2017-02-01 00:00:33","47.8.191.xxx",1499,0,36,"Lucknow","India","IN",26.8500,80.9200,"Jio","India","IN","Uttar Pradesh","UP","Lucknow",26.85000,80.91670,0.2034,"Jio",1,"Jio 4G","405","871",15,15,"Coolpad","CP8676_I02","mt6735","MRA58K","Coolpad","CP8676_I02","CP8676_I02","","666384",2,"Lucknow, Uttar Pradesh 226002, India","Lucknow","locality","India","IN","Uttar Pradesh","Lucknow","","226004"
2589795451,126113425,"OnePlus/OnePlus/OnePlus:6.0.1/MMB29M/10281213:user/release-keys","2017-02-01 00:00:33","123.136.112.xxx",9156,350,19,"Petaling Jaya","Malaysia","MY",3.0833,101.6500,"webe Digital Sdn Bhd","Malaysia","MY","Selangor","10","Puchong Batu Dua Belas",3.02746,101.61676,4.48967,"U Mobile Sdn Bhd",1,"MY CELCOM","502","18",0,0,"OnePlus","OnePlus","qcom","MMB29M","OnePlus","ONE E1003","OnePlus","","207556711",1,"Puchong, Selangor, Malaysia","Puchong","locality","Malaysia","MY","Selangor","","","47100"
2589795454,140036079,"samsung/j7xeltexx/j7xelte:6.0.1/MMB29K/J710FXXU2APLE:user/release-keys","2017-02-01 00:00:33","157.49.66.xxx",92,55,64,"Bangalore","India","IN",12.9833,77.5833,"CIT Solutions PVT Ltd","India","IN","Karnataka","KA","Bengaluru",12.88593,77.62099,7.20079,"Jio",1,"Jio 4G","405","861",15,15,"samsung","j7xelte","samsungexynos7870","MMB29K","samsung","SM-J710F","j7xeltexx","","738833",1,"Bengaluru, Karnataka 560001, India","Bengaluru","locality","India","IN","Karnataka","Bangalore Urban","","560076"
2589795456,152224814,"samsung/a5xeltexx/a5xelte:6.0.1/MMB29K/A510FXXU3BQA3:user/release-keys","2017-02-01 00:00:33","93.122.251.xxx",39538,22226,29,"Botosani","Romania","RO",47.7486,26.6694,"Device Systems SRL","Romania","RO","Iași County","IS","Iași",47.14878,27.58742,59.7085,"Orange Romania",1,"orange","226","10",15,15,"samsung","a5xelte","samsungexynos7580","MMB29K","samsung","SM-A510F","a5xeltexx","","10532870",1,"","","","","","","","",""
2589795459,97516859,"motorola/osprey_retasia_ds_2gb/osprey_ud2:6.0.1/MPIS24.107-55-2-5/2:user/release-keys","2017-02-01 00:00:33","110.224.60.xxx",116,146,257,"Ahmedabad","India","IN",23.0300,72.5800,"YOU Broadband India Pvt. Ltd.","India","IN","Madhya Pradesh","MP","Indore",22.71670,75.83330,208.461,"Airtel",1,"AirTel","404","98",0,0,"motorola","osprey_ud2","qcom","MPIS24.107-55-2-5","motorola","MotoG3","osprey_retasia_ds_2gb","","52773",2,"Indore, Madhya Pradesh 452001, India","Indore","locality","India","IN","Madhya Pradesh","Indore","","452006"
2589795467,148199388,"Xiaomi/ido/kate:5.1.1/LMY47V/V8.1.3.0.LAIMIDI:user/release-keys","2017-02-01 00:00:34","114.120.237.xxx",46441,17885,24,"Bandung","Indonesia","ID",-6.9167,107.6000,"Neuviz","Indonesia","ID","West Java","JB","Cicaheum",-6.88287,107.65080,4.19963,"Telkomsel",1,"IND TELKOMSEL","510","10",15,15,"Xiaomi","kate","qcom","LMY47V","Xiaomi","Redmi 3","ido","","110103071",1,"Cimenyan, Cimenyan, Bandung, West Java, Indonesia","Cimenyan","locality","Indonesia","ID","West Java","Bandung","Cimenyan","40191"
2589795471,126782132,"LEAGOO/full_hct6753_35gu_l1/hct6753_35gu_l1:5.1/LMY47D/1478940692:user/test-keys","2017-02-01 00:00:34","217.118.81.xxx",751,2987,27,"Rostov-on-Don","Russian Federation","RU",47.2333,39.7000,"Speckless Enterprise LTD.","Russia","RU","Rostov Oblast","ROS","Rostov-on-Don",47.29360,39.71362,4.21947,"VimpelCom",1,"Beeline","","",17,17,"LEAGOO","hct6753_35gu_l1","mt6735","LMY47D","Shark 1","Shark 1","full_hct6753_35gu_l1","","36800981",1,"Rostov-on-Don, Rostov Oblast, Russia","Rostov-on-Don","locality","Russia","RU","Rostov Oblast","gorod Rostov-na-Donu","","344113"
2589795473,148909480,"LYF/LS5505/LS-5505:6.0.1/LYF_LS-5505_01_05/build10061237:userdebug/test-keys","2017-02-01 00:00:34","49.44.51.xxx",70353,8795,18,"Navi Mumbai","India","IN",19.0330,73.0297,"Jio","India","IN","Maharashtra","MH","Mumbai",19.13576,72.85480,13.464,"Reliance Jio Infocomm Ltd",1,"Jio 4G","405","874",15,15,"LYF","LS-5505","qcom","LYF_LS-5505_01_05","LYF","LS-5505","LS5505","","100706049",1,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400060"
2589795476,152249598,"samsung/j2ltedd/j2lte:5.1.1/LMY47X/J200GDDU2APL7:user/release-keys","2017-02-01 00:00:34","47.15.12.xxx",13020,5567,18,"Kolkata","India","IN",22.5667,88.3667,"Jio","India","IN","West Bengal","WB","Kolkata",22.56970,88.36970,0.282394,"Jio",1,"Jio 4G","405","873",15,15,"samsung","j2lte","universal3475","LMY47X","samsung","SM-J200G","j2ltedd","","122129",2,"Kolkata, West Bengal 700001, India","Kolkata","locality","India","IN","West Bengal","Kolkata","","700009"
2589795485,141225122,"Xiaomi/omega/omega:6.0/MRA58K/V8.1.2.0.MHQCNDI:user/release-keys","2017-02-01 00:00:35","112.215.153.xxx",22054,4963,31,"Surabaya","Indonesia","ID",-7.2667,112.7333,"PT. Datautama Dinamika","Indonesia","ID","East Java","JI","Surabaya",-7.24813,112.73154,1.29249,"PT Excelcomindo Pratama",1,"XL","510","11",17,17,"Xiaomi","omega","mt6797","MRA58K","Xiaomi","Redmi Pro","omega","","20342049",1,"Surabaya, Surabaya City, East Java, Indonesia","Surabaya","locality","Indonesia","ID","East Java","Surabaya City","","60172"
2589795486,125119542,"samsung/hero2ltexx/hero2lte:6.0.1/MMB29K/G935FXXU1BPH6:user/release-keys","2017-02-01 00:00:35","115.178.235.xxx",68202,5735,29,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT Smartfren Telecom","Indonesia","ID","East Java","JI","Malang",-7.98418,112.63266,417.98,"PT. CORE MEDIATECH",1,"smartfren   ","510","9",15,15,"samsung","hero2lte","samsungexynos8890","MMB29K","samsung","SM-G935F","hero2ltexx","","66592012",1,"Malang, Malang City, East Java, Indonesia","Malang","locality","Indonesia","ID","East Java","Malang City","","65119"
2589795491,49156460,"samsung/hltezh/hlte:5.0/LRX21V/N9005ZSUGOC3:user/release-keys","2017-02-01 00:00:35","180.217.174.xxx",14467,15914,19,"Taoyuan","Taiwan","TW",25.0764,121.2239,"Taiwan Fixed Network","Taiwan","TW","Taoyuan City","TAO","Zhongli District",24.95730,121.24775,8.37225,"Vibo Telecom",1,"T Star","","",15,15,"samsung","hlte","qcom","LRX21V","samsung","SM-N9005","hltezh","","81941762",1,"Taoyuan, Taoyuan District, Taoyuan City, Taiwan","Taoyuan","locality","Taiwan","TW","Taoyuan City","Taoyuan District","南門里","320"
2589795492,54461570,"lge/g3_global_com/g3:6.0/MRA58K/162291543a76c:user/release-keys","2017-02-01 00:00:35","93.49.248.xxx",11118,1815,51,"Milan","Italy","IT",45.4640,9.1916,"Fastweb SpA","Italy","IT","Emilia-Romagna","45","Formigine",44.55602,10.82415,101.574,"Fastweb",1,"3 ITA","222","99",17,17,"lge","g3","g3","MRA58K","LGE","LG-D855","g3_global_com","","5534640",1,"Fiorano MO, Italy","Fiorano","locality","Italy","IT","Emilia-Romagna","Province of Modena","Fiorano Modenese","41042"
2589795497,125783855,"Xiaomi/hermes/hermes:5.0.2/LRX22G/V7.3.2.0.LHMCNDD:user/release-keys","2017-02-01 00:00:35","114.125.210.xxx",820,417,87,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT Smartfren Telecom","Indonesia","ID","UNKNOWN","??","UNKNOWN",-6.17500,106.82860,0.40704,"Telkomsel",1,"","510","10",0,0,"Xiaomi","hermes","mt6752","LRX22G","Xiaomi","Lenovo K3 Note","hermes","","40892",2,"Indonesia","Indonesia","country","Indonesia","ID","","","",""
2589795502,152384023,"Sony/F3311/F3311:6.0/37.0.A.2.108/234328391:user/release-keys","2017-02-01 00:00:35","217.118.93.xxx",937,866,146,"Cheboksary","Russian Federation","RU",56.1333,47.2500,"Infolink","Russia","RU","Chuvashia Republic","CU","Syatrakasy",55.84332,47.97476,34.4789,"VimpelCom",1,"Beeline","250","99",17,17,"Sony","F3311","mt6735","37.0.A.2.108","Sony","F3311","F3311","","14505768",1,"Baygulovo, Chuvashia, Russia, 429434","Baygulovo","locality","Russia","RU","Chuvashia Republic","Kozlovskiy rayon","","429434"
2589795503,129418057,"Xiaomi/kenzo/kenzo:6.0.1/MMB29M/V8.1.1.0.MHOMIDI:user/release-keys","2017-02-01 00:00:35","169.149.162.xxx",4778,1421,37,"Shimla","India","IN",31.1048,77.1734,"Jio","India","IN","Punjab","PB","Ludhiana",30.91916,75.81614,81.482,"Jio",1,"Jio 4G","405","867",15,15,"Xiaomi","kenzo","qcom","MMB29M","Xiaomi","Redmi Note 3","kenzo","","816913",1,"Ludhiana, Punjab 141001, India","Ludhiana","locality","India","IN","Punjab","Ludhiana","","141001"
2589795505,149185121,"LYF/LS5505/LS-5505:6.0.1/LYF_LS-5505_01_05/build10061237:userdebug/test-keys","2017-02-01 00:00:35","49.44.51.xxx",98068,8151,57,"Andheri","India","IN",19.1136,72.8697,"AirNet Network & Datacom Pvt Ltd","India","IN","Maharashtra","MH","Mumbai",19.20334,72.85241,6.3067,"Reliance Jio Infocomm Ltd",1,"Jio 4G","405","874",15,15,"LYF","LS-5505","qcom","LYF_LS-5505_01_05","LYF","LS-5505","LS5505","","83968018",1,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400067"
2589795506,83668382,"HONOR/PLK-L01/HWPLK:6.0/HONORPLK-L01/C432B380:user/release-keys","2017-02-01 00:00:35","151.82.92.xxx",8742,1579,27,"Lonato del Garda","Italy","IT",45.4667,10.4833,"Chobi - IT Services","Italy","IT","Veneto","34","Oliosi",45.40945,10.77861,14.8704,"Wind Telecomunicazioni spa",1,"I WIND","","",17,17,"HONOR","HWPLK","hi3635","HONORPLK-L01","HUAWEI","PLK-L01","PLK-L01","","18228187",1,"Sona, Province of Verona, Italy","Sona","administrative_area_level_3","Italy","IT","Veneto","Province of Verona","Sona","37060"
2589795508,150009684,"Sony/F3116/F3116:6.0/33.2.B.3.105/1658882274:user/release-keys","2017-02-01 00:00:36","106.198.245.xxx",37811,4921,39,"Noida","India","IN",28.5700,77.3200,"Den Networks Ltd","India","IN","Uttar Pradesh","UP","Ghaziabad",28.63597,77.32955,4.60154,"BHARTI Airtel",1,"Airtel","404","10",15,15,"Sony","F3116","mt6755","33.2.B.3.105","Sony","F3116","F3116","","56753",1,"Ghaziabad, Uttar Pradesh 201001, India","Ghaziabad","locality","India","IN","Uttar Pradesh","Ghaziabad","","201010"
2589795511,129900655,"samsung/a8eltejv/a8elte:6.0.1/MMB29K/A800FXXU1BPI2:user/release-keys","2017-02-01 00:00:36","49.34.102.xxx",5993,3844,51,"Vadodara","India","IN",22.3000,73.2000,"YOU Broadband India Pvt Ltd.","India","IN","Gujarat","GJ","Vadodara",22.31741,73.22965,2.24972,"Reliance Jio Infocomm Ltd",1,"Jio 4G","405","857",15,15,"samsung","a8elte","universal5430","MMB29K","samsung","SM-A800F","a8eltejv","","242960",1,"Vadodara, Gujarat, India","Vadodara","locality","India","IN","Gujarat","Vadodara","","390019"
2589795515,152541632,"Letv/Le1s_IN/X3_HK:6.0/DHXOSOP5801708261S/1472150001:user/release-keys","2017-02-01 00:00:36","169.149.140.xxx",29615,5185,148,"Chandigarh","India","IN",30.7333,76.7794,"Foxcell Internet Services","India","IN","Punjab","PB","Patiala",30.34167,76.39115,35.6213,"Jio",1,"Idea","405","867",0,0,"Letv","X3_HK","mt6795","DHXOSOP5801911241S","Letv","Le X509","Le1s_IN","","1160466",1,"Patiala, Punjab 147001, India","Patiala","locality","India","IN","Punjab","Patiala","","147001"
2589795516,76946561,"samsung/zeroltexx/zerolte:6.0.1/MMB29K/G925FXXU4DPJN:user/release-keys","2017-02-01 00:00:36","31.173.84.xxx",95771,31259,20,"Moscow","Russian Federation","RU",55.7517,37.6178,"StoreData","Russia","RU","Moscow","MOW","Moscow",55.74850,37.61840,0.222606,"PJSC MegaFon",1,"MegaFon","250","2",15,15,"samsung","zerolte","samsungexynos7420","MMB29K","samsung","SM-G925F","zeroltexx","","248936707",2,"Moscow, Russia","Moscow","locality","Russia","RU","Moscow","gorod Moskva","","119072"
2589795517,147658178,"LYF/LS-5018/HL-L51P:5.1.1/LMY47V/eng.public:user/release-keys","2017-02-01 00:00:36","47.31.112.xxx",96,46,83,"New Delhi","India","IN",28.6100,77.2300,"Gigantic Infotel Pvt Ltd","India","IN","Haryana","HR","Gurgaon",28.46670,77.03330,15.528,"Jio",1,"Jio 4G","405","872",15,15,"LYF","HL-L51P","qcom","LMY47V","Haier","LS-5018","LS-5018","","165936",2,"Gurgaon, Haryana 122001, India","Gurgaon","locality","India","IN","Haryana","Gurgaon","","122001"
2589795519,141405808,"samsung/vivalto3mveml3gdx/vivalto3mveml3gsea:4.4.4/KTU84P/G318HZDXU0APH1:user/release-keys","2017-02-01 00:00:36","128.199.79.xxx",2267,2684,78,"Singapore","Republic of Singapore","SG",1.3000,103.8000,"MyRepublic","Singapore","SG","Central Singapore Community Development Council","01","Singapore",1.28550,103.85650,4.03352,"DigitalOcean",0,"                ","","",0,0,"samsung","vivalto3mveml3g","sc8830","KTU84Q","samsung","SM-G318HZ","cm_vivalto3mveml3g","","",2,"Singapore, Singapore","Singapore","locality","Singapore","SG","","","",""
2589795520,100144727,"Lenovo/k5fpr/A7010a48:6.0/MRA58K/RA7010a48_S232_161227_ROW.12271429:user/release-keys","2017-02-01 00:00:36","47.30.189.xxx",3970,7858,58,"New Delhi","India","IN",28.6100,77.2300,"Bharti Airtel Ltd","India","IN","Delhi","DL","Delhi",28.66670,77.21670,4.00426,"Jio",1,"Jio 4G","405","872",15,15,"Lenovo","A7010a48","mt6735","MRA58K","LENOVO","Lenovo A7010a48","k5fpr","","739620",2,"Delhi, India","Delhi","locality","India","IN","Delhi","North West Delhi","","110054"
2589795524,150857188,"Sony/C6902/C6902:5.1.1/14.6.A.1.236/2031203603:user/release-keys","2017-02-01 00:00:36","106.209.216.xxx",5617,2110,56,"Mumbai","India","IN",18.9647,72.8258,"Hathway Cable and Datacom Ltd","India","IN","Maharashtra","MH","Mumbai",18.97500,72.82580,0.712432,"BHARTI Airtel",1,"IND airtel","404","92",17,17,"Sony","C6902","qcom","14.6.A.1.236","Sony","C6902","C6902","","186354",2,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400008"
2589795526,95362950,"samsung/kltezt/klte:5.0/LRX21T/G900IZTU1BOA1:user/release-keys","2017-02-01 00:00:36","223.191.17.xxx",9631,125,17,"Kolkata","India","IN",22.5667,88.3667,"Bharti Airtel Ltd","India","IN","West Bengal","WB","Howrah",22.61932,88.34952,3.80055,"BHARTI Airtel",1,"IND airtel","","",15,15,"samsung","klte","qcom","LRX21T","samsung","SM-G900I","kltezt","","208062979",1,"Howrah, West Bengal, India","Howrah","locality","India","IN","West Bengal","Howrah","","711107"
2589795529,130548870,"Xiaomi/land/land:6.0.1/MMB29M/V8.1.1.0.MALMIDI:user/release-keys","2017-02-01 00:00:36","49.33.183.xxx",15909,1296,28,"Thane","India","IN",19.1828,72.9612,"Softcall Coc pvt ltd","India","IN","Maharashtra","MH","Mumbai",19.10661,72.85307,8.81317,"Reliance Jio Infocomm Ltd",1,"Jio 4G","405","874",15,15,"Xiaomi","land","qcom","MMB29M","Xiaomi","Redmi 3S","land","","8210",1,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400057"
2589795531,149304326,"LYF/LS5505/LS-5505:6.0.1/LYF_LS-5505_01_05/build10061237:userdebug/test-keys","2017-02-01 00:00:36","49.44.51.xxx",89659,8678,20,"Navi Mumbai","India","IN",19.0330,73.0297,"Jio","India","IN","Maharashtra","MH","Mumbai",18.99770,72.82540,13.5817,"Reliance Jio Infocomm Ltd",1,"Jio 4G","405","874",15,15,"LYF","LS-5505","qcom","LYF_LS-5505_01_05","LYF","LS-5505","LS5505","","100700161",1,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400013"
2589795534,148895336,"Xiaomi/nikel/nikel:6.0/MRA58K/V8.0.2.0.MBFMIDG:user/release-keys","2017-02-01 00:00:36","114.120.235.xxx",14053,4533,26,"Bandung","Indonesia","ID",-6.9167,107.6000,"Firstmedia","Indonesia","ID","West Java","JB","Bandung",-6.89854,107.63089,2.46714,"Telkomsel",1,"TELKOMSEL","510","10",15,15,"Xiaomi","nikel","mt6797","MRA58K","Xiaomi","Redmi Note 4","nikel","","38368011",1,"Bandung, Bandung City, West Java, Indonesia","Bandung","locality","Indonesia","ID","West Java","Bandung City","","40122"
2589795537,75292469,"samsung/hltexx/hlte:4.3/JSS15J/N9005XXUDMJ7:user/release-keys","2017-02-01 00:00:37","95.185.0.xxx",83,206,27,"Jeddah","Saudi Arabia","SA",21.5000,39.1833,"Saudi Telecom Company","Saudi Arabia","SA","Makkah Province","02","Mecca",21.35198,39.83999,43.5064,"SaudiNet",1,"SA Al Jawal","","",15,15,"samsung","hlte","qcom","JSS15J","samsung","SM-N9005","hltexx","","207175426",1,"Mecca Saudi Arabia","Mecca","locality","Saudi Arabia","SA","Makkah Province","","","24361"
2589795542,138710936,"Xiaomi/kenzo/kenzo:6.0.1/MMB29M/V8.1.1.0.MHOMIDI:user/release-keys","2017-02-01 00:00:37","106.209.176.xxx",8039,2135,34,"Navi Mumbai","India","IN",19.0330,73.0297,"Jio","India","IN","Maharashtra","MH","Kalyan",19.24312,73.13007,15.9448,"BHARTI Airtel",1,"IND airtel","404","92",15,15,"Xiaomi","kenzo","qcom","MMB29M","Xiaomi","Redmi Note 3","kenzo","","230846210",1,"Kalyan, Maharashtra 421301, India","Kalyan","locality","India","IN","Maharashtra","Thane","","421301"
2589795543,124550291,"samsung/j7xeltexx/j7xelte:6.0.1/MMB29K/J710FXXU2APLB:user/release-keys","2017-02-01 00:00:37","223.24.123.xxx",14956,25799,18,"Bangkok","Thailand","TH",13.7500,100.4833,"Internet Thailand PCL","Thailand","TH","Samut Prakan","11","Mueang Samut Prakan",13.62006,100.62165,12.9324,"True Internet",1,"TRUE 3G+ | TRUE-H","520","4",15,15,"samsung","j7xelte","samsungexynos7870","MMB29K","samsung","SM-J710F","j7xeltexx","","2242848",1,"Bang Muang Mai, Mueang Samut Prakan District, Samut Prakan 10270, Thailand","Bang Muang Mai","locality","Thailand","TH","Samut Prakan","Mueang Samut Prakan District","","10270"
2589795544,151605515,"samsung/trltedt/trlte:4.4.4/KTU84P/N910GDTU1ANJ4:user/release-keys","2017-02-01 00:00:37","121.54.44.xxx",15615,14508,26,"Manila","Philippines","PH",14.5800,121.0000,"Smart Communications Inc.","Philippines","PH","Metro Manila","00","Manila",14.60420,120.98220,2.05468,"Smart Broadband",1,"Smart","","",15,15,"samsung","trlte","qcom","KTU84P","samsung","SM-N910G","trltedt","","29855333",2,"Manila, Metro Manila, Philippines","Manila","locality","Philippines","PH","Metro Manila","","",""
2589795546,152451332,"OPPO/A37f/A37f:5.1.1/LMY47V/1480422943:user/release-keys","2017-02-01 00:00:37","27.66.142.xxx",14503,1752,31,"Hanoi","Vietnam","VN",21.0285,105.8542,"Viettel Network","Vietnam","VN","Hanoi","HN","Hanoi",21.03330,105.85000,0.428876,"Viettel Corporation",0,"VIETTEL","","",17,17,"OPPO","A37f","qcom","LMY47V","OPPO","A37f","A37f","","105828837",2,"Hanoi, Hoàn Kiếm, Hanoi, Vietnam","Hanoi","locality","Vietnam","VN","Hanoi","Hai Bà Trưng District","",""
